ref_id,head,tail,start codon,stop codon
Y40H7A.5.1,1,972,1,972
Y40H7A.6.1,1,1032,1,1032
Y40H7A.8.1,1,882,1,882
Y41C4A.10.1,1,521,11,367
Y41C4A.11.1,1,450,67,372
Y41C4A.12a.1,1,968,13,849
Y41C4A.12b.1,1,944,13,918
Y41C4A.12b.2,1,964,13,918
Y41C4A.13.1,1,646,15,326
Y41C4A.13.2,1,764,133,444
Y41C4A.14.1,1,1205,203,1006
Y41C4A.14.2,1,1014,12,815
Y41C4A.16.1,1,1161,126,1055
Y41C4A.16.2,1,1117,86,1015
Y41C4A.17.1,1,332,1,270
Y41C4A.18.1,1,455,126,428
Y41C4A.19.1,1,936,4,873
Y41C4A.2.1,1,1888,41,1606
Y41C4A.21.1,1,379,42,281
Y41C4A.22.1,1,365,68,331
Y41C4A.32.1,1,995,26,901
Y41C4A.4a.1,1,1955,103,1080
Y41C4A.4b.1,1,1859,1,984
Y41C4A.4c.1,1,2498,30,974
Y41C4A.4d.1,1,1971,101,1096
Y41C4A.4e.1,1,1856,61,981
Y41C4A.4f.1,1,2447,267,836
Y41C4A.4g.1,1,2162,1,1287
Y41C4A.5.1,1,1220,2,1180
Y41C4A.6.1,1,506,25,471
Y41C4A.6.2,1,507,25,471
Y41C4A.7.1,1,862,38,784
Y41C4A.8.1,1,778,3,704
Y41C4A.9.1,1,1988,105,1838
Y41C4A.9.2,1,1891,9,1742
Y41D4A.1.1,1,819,60,767
Y41D4A.2.1,1,950,1,915
Y41D4A.3.1,1,1275,81,1082
Y41D4A.4a.1,1,2153,3,1745
Y41D4A.4a.2,1,1848,3,1745
Y41D4A.4a.3,1,2108,3,1745
Y41D4A.4a.4,1,2094,3,1745
Y41D4A.4a.5,1,2071,3,1745
Y41D4A.4a.6,1,2012,3,1745
Y41D4A.4b.1,1,2160,1,1752
Y41D4A.4b.2,1,1855,1,1752
Y41D4A.4b.3,1,2116,1,1752
Y41D4A.4b.4,1,2101,1,1752
Y41D4A.4c.1,1,1947,1,1539
Y41D4A.4c.2,1,1642,1,1539
Y41D4A.4c.3,1,1902,1,1539
Y41D4A.4d.1,1,247,1,144
Y41D4A.4d.2,1,488,1,144
Y41D4A.4e.1,1,2371,3,1772
Y41D4A.4e.2,1,1905,3,1772
Y41D4A.5.1,1,2133,20,1429
Y41D4A.5.2,1,1578,20,1429
Y41D4A.5.3,1,1927,20,1429
Y41D4A.5.4,1,2192,93,1502
Y41D4A.5.5,1,2077,22,1431
Y41D4A.6a.1,1,2008,1,1359
Y41D4A.6b.1,1,1097,1,483
Y41D4A.6c.1,1,1035,2,421
Y41D4A.6d.1,1,1979,1,1365
Y41D4A.6e.1,1,1103,1,489
Y41D4A.6f.1,1,1040,1,426
Y41D4A.7a.1,1,1880,3,1124
Y41D4A.7b.1,1,1821,1,1077
Y41D4A.8a.1,1,2399,98,1261
Y41D4A.8b.1,1,1412,1,1173
Y41D4B.1.1,1,1128,9,971
Y41D4B.10a.1,1,942,105,896
Y41D4B.10a.2,1,1022,185,976
Y41D4B.10b.1,1,683,1,639
Y41D4B.11a.1,1,1135,1,1050
Y41D4B.11b.1,1,288,1,201
Y41D4B.12a.1,1,786,4,738
Y41D4B.12a.2,1,2115,1332,2066
Y41D4B.12b.1,1,734,207,686
Y41D4B.12b.2,1,796,209,688
Y41D4B.13a.1,1,1093,3,842
Y41D4B.13b.1,1,570,1,318
Y41D4B.13c.1,1,326,1,90
Y41D4B.14.1,1,636,170,460
Y41D4B.15.1,1,1190,24,1190
Y41D4B.16.1,1,1483,50,1411
Y41D4B.17.1,1,1411,131,1333
Y41D4B.19a.1,1,1380,20,1255
Y41D4B.19b.1,1,4435,20,4042
Y41D4B.19b.2,1,4647,20,4042
Y41D4B.19b.3,1,4741,114,4136
Y41D4B.19c.1,1,1736,1,1131
Y41D4B.21a.1,1,2101,48,1301
Y41D4B.21b.1,1,1754,1,954
Y41D4B.21c.1,1,2097,44,1297
Y41D4B.21d.1,1,2077,324,1277
Y41D4B.24.1,1,1338,8,1234
Y41D4B.26.1,1,685,29,634
Y41D4B.27.1,1,1392,262,1359
Y41D4B.4a.1,1,2757,4,1974
Y41D4B.4a.2,1,2788,4,1974
Y41D4B.4a.3,1,2763,4,1974
Y41D4B.4a.4,1,2766,4,1974
Y41D4B.4b.1,1,2754,4,1971
Y41D4B.4b.2,1,2785,4,1971
Y41D4B.4b.3,1,2760,4,1971
Y41D4B.4b.4,1,2763,4,1971
Y41D4B.5.1,1,266,14,211
Y41D4B.5.2,1,252,20,217
Y41D4B.5.3,1,254,20,217
Y41D4B.5.4,1,254,20,217
Y41D4B.6a.1,1,1225,29,1225
Y41D4B.6b.1,1,1344,29,1291
Y41D4B.7.1,1,1177,47,1138
Y41D4B.8.1,1,1204,106,1170
Y41D4B.9.1,1,1170,22,1146
Y41E3.10a.1,1,983,9,800
Y41E3.10a.2,1,999,29,820
Y41E3.10b.1,1,1410,19,1341
Y41E3.11a.1,1,5385,45,5048
Y41E3.11a.2,1,5380,40,5043
Y41E3.11b.1,1,3094,1,2754
Y41E3.11c.1,1,2423,5,2083
Y41E3.11d.1,1,623,1,285
Y41E3.12.1,1,981,1,981
Y41E3.13.1,1,333,1,333
Y41E3.14.1,1,990,1,990
Y41E3.15.1,1,978,1,978
Y41E3.17.1,1,987,1,987
Y41E3.18.1,1,1537,38,1483
Y41E3.19.1,1,1109,71,1066
Y41E3.1a.1,1,2271,1,2049
Y41E3.1c.1,1,1197,1,975
Y41E3.1d.1,1,315,1,96
Y41E3.2.1,1,1004,33,902
Y41E3.22a.1,1,488,114,458
Y41E3.3a.1,1,1654,4,1566
Y41E3.3b.1,1,1252,1,1164
Y41E3.3c.1,1,1602,1,1347
Y41E3.3d.1,1,1203,1,948
Y41E3.4a.1,1,2502,8,2368
Y41E3.4b.1,1,1817,1,1683
Y41E3.4c.1,1,1391,7,1257
Y41E3.4d.1,1,776,4,642
Y41E3.6.1,1,902,496,837
Y41E3.6.2,1,470,64,405
Y41E3.7a.1,1,1642,3,1310
Y41E3.7a.2,1,1347,3,1310
Y41E3.7a.3,1,2230,590,1897
Y41E3.7a.4,1,1558,4,1311
Y41E3.7b.1,1,1526,3,1193
Y41E3.7b.2,1,1230,3,1193
Y41E3.7c.1,1,1350,1,1017
Y41E3.7c.2,1,1054,1,1017
Y41E3.7d.1,1,1622,1092,1289
Y41E3.7d.10,1,1637,1107,1304
Y41E3.7d.11,1,1631,1101,1298
Y41E3.7d.12,1,1547,1017,1214
Y41E3.7d.13,1,1465,935,1132
Y41E3.7d.14,1,1421,891,1088
Y41E3.7d.15,1,2459,1929,2126
Y41E3.7d.16,1,1321,791,988
Y41E3.7d.17,1,1282,752,949
Y41E3.7d.18,1,2283,1753,1950
Y41E3.7d.2,1,1615,1085,1282
Y41E3.7d.3,1,1642,1112,1309
Y41E3.7d.4,1,1631,1101,1298
Y41E3.7d.5,1,1649,1119,1316
Y41E3.7d.6,1,1644,1114,1311
Y41E3.7d.7,1,1639,1109,1306
Y41E3.7d.8,1,1592,1062,1259
Y41E3.7d.9,1,1617,1087,1284
Y41E3.7e.1,1,1038,1,705
Y41E3.7f.1,1,493,4,333
Y41E3.7g.1,1,1660,272,1327
Y41E3.7h.1,1,1682,3,1349
Y41E3.8a.1,1,636,192,524
Y41E3.8b.1,1,390,1,273
Y41E3.9a.1,1,4433,16,4338
Y41E3.9b.1,1,2654,1,2559
Y41E3.9c.1,1,1583,1,1488
Y41G9A.1.1,1,2594,5,2467
Y41G9A.10.1,1,839,144,767
Y41G9A.17.1,1,666,1,666
Y41G9A.2.1,1,830,11,739
Y41G9A.3.1,1,1428,26,1303
Y41G9A.4a.1,1,1697,20,1609
Y41G9A.4b.1,1,3203,18,2717
Y41G9A.4c.1,1,3071,18,2585
Y41G9A.4d.1,1,3104,18,2618
Y41G9A.4e.1,1,1146,1,660
Y41G9A.5a.1,1,1399,116,1324
Y41G9A.5b.1,1,1468,157,1392
Y41G9A.6.1,1,846,1,846
Y42A5A.1.1,1,3708,207,3344
Y42A5A.2a.1,1,1978,59,1903
Y42A5A.2b.1,1,1704,1,1629
Y42A5A.2c.1,1,1356,1,1281
Y42A5A.3.1,1,434,8,352
Y42A5A.3.2,1,505,77,421
Y42A5A.4a.1,1,1129,1,1062
Y42A5A.4b.1,1,1594,73,1527
Y42A5A.4c.1,1,1219,1,1152
Y42A5A.5.1,1,386,3,302
Y42A5A.5.2,1,407,23,322
Y42G9A.1.1,1,1168,56,961
Y42G9A.2.1,1,456,54,419
Y42G9A.3a.1,1,1276,32,1159
Y42G9A.3a.2,1,1275,32,1159
Y42G9A.3a.3,1,1327,84,1211
Y42G9A.3b.1,1,1433,32,919
Y42G9A.3b.2,1,1485,84,971
Y42G9A.4a.1,1,2783,138,1961
Y42G9A.4a.2,1,2662,138,1961
Y42G9A.4a.3,1,2350,138,1961
Y42G9A.4a.4,1,2424,140,1963
Y42G9A.4b.1,1,2669,3,1847
Y42G9A.4b.2,1,2548,3,1847
Y42G9A.4b.3,1,2236,3,1847
Y42G9A.4c.1,1,2342,66,1520
Y42G9A.4c.2,1,2221,66,1520
Y42G9A.4c.3,1,1909,66,1520
Y42G9A.4d.1,1,2504,138,1682
Y42G9A.4d.2,1,2383,138,1682
Y42G9A.4d.3,1,2297,138,1682
Y42G9A.4d.4,1,2071,138,1682
Y42G9A.6a.1,1,2192,6,2060
Y42G9A.6b.1,1,1776,1,1644
Y42H9AR.1.1,1,1835,12,1532
Y42H9AR.1.2,1,1745,12,1532
Y42H9AR.1.3,1,1905,82,1602
Y42H9AR.2.1,1,839,18,791
Y42H9AR.3a.1,1,1893,5,1696
Y42H9AR.3b.1,1,1894,3,1700
Y42H9AR.3b.2,1,2054,192,1889
Y42H9AR.4.1,1,2431,14,1897
Y42H9AR.4.2,1,2457,37,1920
Y42H9AR.5.1,1,655,184,543
Y42H9B.1.1,1,1299,4,1185
Y42H9B.2.1,1,7498,76,7053
Y42H9B.2.2,1,7515,93,7070
Y42H9B.3.1,1,1153,4,891
Y42H9B.3.2,1,1163,14,901
Y43B11AL.1.1,1,1415,75,1394
Y43B11AL.2a.1,1,1158,211,1092
Y43B11AL.2b.1,1,1008,1,942
Y43B11AR.1.1,1,575,26,373
Y43B11AR.1.2,1,688,137,484
Y43B11AR.1.3,1,507,28,375
Y43B11AR.2.1,1,903,1,903
Y43B11AR.3.1,1,1175,110,1117
Y43B11AR.4.1,1,849,22,801
Y43B11AR.5.1,1,828,1,828
Y43C5A.1.1,1,346,42,254
Y43C5A.1.2,1,270,42,254
Y43C5A.1.3,1,366,62,274
Y43C5A.1.4,1,309,42,254
Y43C5A.2.1,1,1446,18,1376
Y43C5A.3.1,1,720,61,387
Y43C5A.4.1,1,722,35,691
Y43C5A.5a.1,1,1026,16,825
Y43C5A.5b.1,1,991,1,783
Y43C5A.6a.1,1,1486,1,1188
Y43C5A.6b.1,1,1422,10,1083
Y43C5A.6c.1,1,1387,1,1089
Y43C5A.7.1,1,456,110,349
Y43C5B.2.1,1,815,62,799
Y43C5B.3.1,1,1168,84,1109
Y43D4A.1.1,1,276,1,276
Y43D4A.2.1,1,456,1,456
Y43D4A.3b.1,1,543,1,543
Y43D4A.4a.1,1,882,1,882
Y43D4A.4b.1,1,543,1,543
Y43D4A.5a.1,1,4763,21,4658
Y43D4A.5b.1,1,1997,21,1892
Y43D4A.5c.1,1,4728,21,4613
Y43D4A.5d.1,1,2038,93,1919
Y43D4A.6.1,1,987,1,987
Y43E12A.1.1,1,1268,18,971
Y43E12A.2.1,1,1253,2,805
Y43E12A.3a.1,1,1125,9,959
Y43E12A.3c.1,1,1071,1,906
Y43F11A.1.1,1,570,1,570
Y43F11A.4.1,1,570,1,570
Y43F11A.5.1,1,2820,24,2630
Y43F4A.1a.1,1,2223,83,2074
Y43F4A.1a.2,1,2236,95,2086
Y43F4A.1b.1,1,457,83,286
Y43F4A.3.1,1,519,1,519
Y43F4A.4.1,1,375,2,319
Y43F4B.10.1,1,485,5,331
Y43F4B.10.2,1,543,62,388
Y43F4B.3.1,1,2799,13,2157
Y43F4B.4.1,1,1432,5,1096
Y43F4B.5a.1,1,1917,2,1789
Y43F4B.5a.2,1,1963,2,1789
Y43F4B.5b.1,1,1756,2,1381
Y43F4B.6.1,1,3623,68,3319
Y43F4B.7.1,1,1613,7,1374
Y43F4B.9a.1,1,1028,12,941
Y43F4B.9a.2,1,1026,10,939
Y43F4B.9a.3,1,1063,47,976
Y43F4B.9b.1,1,1097,12,395
Y43F4B.9b.2,1,2844,12,395
Y43F4B.9b.3,1,2842,10,393
Y43F4B.9b.4,1,2879,47,430
Y43F8A.1.1,1,355,114,302
Y43F8A.2.1,1,1674,109,1617
Y43F8A.3a.1,1,1330,5,1279
Y43F8A.3b.1,1,1299,7,1248
Y43F8A.4.1,1,1110,1,1110
Y43F8A.5.1,1,1602,10,1437
Y43F8B.10.1,1,659,3,659
Y43F8B.11.1,1,595,10,546
Y43F8B.12.1,1,504,1,504
Y43F8B.13.1,1,787,60,659
Y43F8B.14.1,1,2039,118,1899
Y43F8B.14.2,1,1863,1,1782
Y43F8B.15.1,1,1181,19,1011
Y43F8B.17.1,1,147,1,147
Y43F8B.18.1,1,1605,75,815
Y43F8B.19.1,1,890,147,878
Y43F8B.1a.1,1,1309,40,969
Y43F8B.1a.2,1,3006,1154,2083
Y43F8B.1a.3,1,2431,1147,2076
Y43F8B.1a.4,1,2290,1147,2076
Y43F8B.1b.1,1,1213,40,978
Y43F8B.1b.2,1,2268,1103,2041
Y43F8B.1c.1,1,1141,4,786
Y43F8B.1d.1,1,2363,1,2136
Y43F8B.1e.1,1,2323,33,2096
Y43F8B.20.1,1,641,6,608
Y43F8B.22.1,1,150,1,150
Y43F8B.23.1,1,720,1,720
Y43F8B.24.1,1,939,143,547
Y43F8B.25.1,1,880,239,748
Y43F8B.28.1,1,555,1,555
Y43F8B.29.1,1,219,1,219
Y43F8B.2a.1,1,1197,1,954
Y43F8B.2b.1,1,1072,95,829
Y43F8B.2b.2,1,941,42,776
Y43F8B.2c.1,1,878,3,635
Y43F8B.2d.1,1,1142,9,899
Y43F8B.2e.1,1,808,2,565
Y43F8B.2f.1,1,663,1,420
Y43F8B.3a.1,1,3765,5,3541
Y43F8B.3b.1,1,4450,5,4318
Y43F8B.3c.1,1,4428,5,4204
Y43F8B.3d.1,1,5113,5,4981
Y43F8B.3e.1,1,3600,5,3376
Y43F8B.3f.1,1,4263,5,4039
Y43F8B.3g.1,1,4673,1,4449
Y43F8B.3h.1,1,3009,5,2785
Y43F8B.4a.1,1,847,5,841
Y43F8B.4b.1,1,853,5,853
Y43F8B.5.1,1,597,1,597
Y43F8B.7.1,1,372,1,372
Y43F8B.9.1,1,672,279,614
Y43F8B.9.2,1,642,249,584
Y43F8B.9.3,1,630,237,572
Y43F8B.9.4,1,626,233,568
Y43F8C.1.1,1,1668,1332,1595
Y43F8C.10a.1,1,1302,13,765
Y43F8C.10b.1,1,595,1,471
Y43F8C.11.1,1,345,2,292
Y43F8C.12.1,1,4906,52,4629
Y43F8C.13.1,1,1126,13,1029
Y43F8C.14.1,1,2541,224,2353
Y43F8C.15.1,1,528,1,528
Y43F8C.16.1,1,1203,1,1113
Y43F8C.17.1,1,1060,1,570
Y43F8C.19.1,1,936,1,936
Y43F8C.2.1,1,390,72,344
Y43F8C.20.1,1,1335,670,1251
Y43F8C.23.1,1,588,5,562
Y43F8C.3.1,1,2682,281,2119
Y43F8C.4.1,1,1806,65,1669
Y43F8C.4.2,1,1755,14,1618
Y43F8C.5.1,1,821,31,768
Y43F8C.6a.1,1,1484,47,1315
Y43F8C.6b.1,1,2229,47,1330
Y43F8C.6b.2,1,2199,17,1300
Y43F8C.7.1,1,958,55,765
Y43F8C.7.2,1,906,2,712
Y43F8C.7.3,1,1255,351,1061
Y43F8C.8.1,1,724,1,519
Y43F8C.9.1,1,409,30,356
Y43H11AL.1a.1,1,1752,22,1125
Y43H11AL.1a.2,1,1826,22,1125
Y43H11AL.1a.3,1,1752,22,1125
Y43H11AL.1a.4,1,1899,22,1125
Y43H11AL.1a.5,1,1558,22,1125
Y43H11AL.1a.6,1,1391,22,1125
Y43H11AL.1a.7,1,1240,22,1125
Y43H11AL.1a.8,1,1733,3,1106
Y43H11AL.1a.9,1,1719,24,1127
Y43H11AL.1b.1,1,1913,22,1494
Y43H11AL.1b.2,1,1892,3,1475
Y43H11AL.1c.1,1,1850,3,1433
Y43H11AL.1d.1,1,915,1,498
Y43H11AL.1e.1,1,625,2,208
Y43H11AL.2a.1,1,1506,16,951
Y43H11AL.2a.2,1,1362,16,951
Y43H11AL.2b.1,1,1227,1,672
Y43H11AL.3a.1,1,7035,113,6643
Y43H11AL.3a.2,1,6937,15,6545
Y43H11AL.3b.1,1,1652,12,1259
Y44A6B.1.1,1,960,1,960
Y44A6B.2a.1,1,975,1,975
Y44A6B.2b.1,1,825,1,825
Y44A6B.3.1,1,741,1,741
Y44A6B.4.1,1,685,146,643
Y44A6C.1.1,1,1272,27,1004
Y44A6C.2.1,1,1303,96,1160
Y44A6D.1.1,1,1706,1496,1630
Y44A6D.2.1,1,612,79,309
Y44A6D.2.2,1,577,75,305
Y44A6D.2.3,1,489,75,305
Y44A6D.2.4,1,459,75,305
Y44A6D.2.5,1,452,75,305
Y44A6D.3a.1,1,964,9,698
Y44A6D.3a.2,1,852,9,698
Y44A6D.3a.3,1,1006,9,698
Y44A6D.3b.1,1,977,19,711
Y44A6D.3b.2,1,1019,19,711
Y44A6D.3b.3,1,857,11,703
Y44A6D.4.1,1,1333,55,1092
Y44A6D.5.1,1,1286,65,1246
Y44A6D.6.1,1,729,1,729
Y44A6D.7a.1,1,403,36,380
Y44A6D.7b.1,1,126,1,126
Y44A6E.1a.1,1,1700,5,1519
Y44A6E.1b.1,1,1715,5,1534
Y44E3A.1a.1,1,665,1,465
Y44E3A.1c.1,1,457,1,267
Y44E3A.1d.1,1,120,1,120
Y44E3A.2.1,1,2986,267,2156
Y44E3A.2.2,1,2842,123,2012
Y44E3A.3.1,1,410,10,333
Y44E3A.4.1,1,2741,63,1718
Y44E3A.6a.1,1,2889,17,2542
Y44E3A.6a.2,1,2882,10,2535
Y44E3A.6b.1,1,2885,17,2548
Y44E3A.6b.2,1,2878,10,2541
Y44E3A.7.1,1,42,1,42
Y44E3B.1a.1,1,1227,173,1129
Y44E3B.1a.2,1,1322,173,1129
Y44E3B.1a.3,1,1218,69,1025
Y44E3B.1a.4,1,1153,4,960
Y44E3B.1b.1,1,1288,173,1060
Y44E3B.1b.2,1,1122,4,891
Y44E3B.1c.1,1,961,1,768
Y44E3B.2.1,1,1680,74,1507
Y44F5A.1.1,1,1341,1,1152
Y45F10A.2.1,1,1737,18,1526
Y45F10A.3a.1,1,858,2,820
Y45F10A.3b.1,1,692,1,654
Y45F10A.3c.1,1,210,1,210
Y45F10A.4.1,1,1312,1,1137
Y45F10A.4.2,1,1360,31,1167
Y45F10A.5.1,1,434,53,304
Y45F10A.6a.1,1,3937,12,3755
Y45F10A.6b.1,1,3918,6,3743
Y45F10A.6c.1,1,3931,12,3749
Y45F10A.6d.1,1,3359,1,3177
Y45F10A.6e.1,1,3353,1,3171
Y45F10A.6f.1,1,3353,1,3171
Y45F10A.6g.1,1,3925,12,3743
Y45F10A.7a.1,1,1879,1,1596
Y45F10A.7a.2,1,1892,14,1609
Y45F10A.7b.1,1,1600,91,1317
Y45F10A.7c.1,1,1339,1,1056
Y45F10A.7d.1,1,1243,1,960
Y45F10B.1.1,1,726,1,726
Y45F10B.10a.1,1,4890,13,4791
Y45F10B.10b.1,1,401,13,360
Y45F10B.10c.1,1,4083,1,3984
Y45F10B.11.1,1,978,1,978
Y45F10B.12.1,1,666,1,666
Y45F10B.13a.1,1,2200,142,2043
Y45F10B.13b.1,1,2155,142,1998
Y45F10B.13c.1,1,672,1,558
Y45F10B.14.1,1,1064,26,988
Y45F10B.3.1,1,351,63,290
Y45F10B.3.2,1,312,41,268
Y45F10B.3.3,1,298,15,242
Y45F10B.4.1,1,1034,42,1034
Y45F10B.4.2,1,1003,11,1003
Y45F10B.5.1,1,1002,22,1002
Y45F10B.59.1,1,201,1,201
Y45F10B.6.1,1,975,1,975
Y45F10B.8.1,1,735,1,735
Y45F10B.9.1,1,735,1,735
Y45F10C.1.1,1,2025,3,1940
Y45F10C.2.1,1,461,18,371
Y45F10C.3.1,1,1367,41,1219
Y45F10C.4.1,1,429,27,401
Y45F10C.6.1,1,649,125,481
Y45F10C.6.2,1,535,11,367
Y45F10D.10a.1,1,655,134,607
Y45F10D.10b.1,1,306,1,297
Y45F10D.11a.1,1,1278,1,1224
Y45F10D.11b.1,1,558,1,504
Y45F10D.12.1,1,657,27,593
Y45F10D.12.2,1,714,84,650
Y45F10D.12.3,1,666,36,602
Y45F10D.13a.1,1,3164,3,3020
Y45F10D.13c.1,1,1721,154,1575
Y45F10D.13d.1,1,3170,1,3024
Y45F10D.13e.1,1,1727,154,1581
Y45F10D.14.1,1,1267,176,1024
Y45F10D.15.1,1,927,1,927
Y45F10D.16.1,1,712,455,673
Y45F10D.2.1,1,738,33,572
Y45F10D.3a.1,1,2290,1,2112
Y45F10D.3b.1,1,2050,4,1872
Y45F10D.3c.1,1,1053,1,882
Y45F10D.4.1,1,544,14,475
Y45F10D.6.1,1,664,15,620
Y45F10D.7.1,1,3026,128,2902
Y45F10D.7.2,1,2904,28,2802
Y45F10D.7.3,1,3055,157,2931
Y45F10D.7.4,1,3007,132,2906
Y45F10D.7.5,1,2993,118,2892
Y45F10D.7.6,1,2956,81,2855
Y45F10D.9.1,1,1559,23,1501
Y45F3A.1.1,1,1326,259,1248
Y45F3A.2.1,1,988,16,666
Y45F3A.3a.1,1,2013,106,1959
Y45F3A.3a.2,1,1958,29,1882
Y45F3A.3b.1,1,1904,2,1828
Y45F3A.3b.2,1,1920,18,1844
Y45F3A.4.1,1,828,51,494
Y45F3A.5.1,1,288,1,246
Y45F3A.8.1,1,1418,126,1340
Y45F3A.9.1,1,1089,5,889
Y45G12A.1.1,1,999,1,999
Y45G12B.1.1,1,2498,7,2196
Y45G12B.2a.1,1,1274,61,990
Y45G12B.2b.1,1,751,7,465
Y45G12B.2c.1,1,685,1,399
Y45G12B.3a.1,1,1465,9,1310
Y45G12B.3a.2,1,1707,251,1552
Y45G12B.3a.3,1,1547,91,1392
Y45G12B.3a.4,1,1527,71,1372
Y45G12B.3b.1,1,1031,1,876
Y45G12C.1.1,1,1251,2,1138
Y45G12C.10.1,1,1020,1,1020
Y45G12C.12a.1,1,1023,1,1023
Y45G12C.12b.1,1,573,1,573
Y45G12C.14.1,1,1014,1,1014
Y45G12C.15.1,1,1017,1,1017
Y45G12C.16.1,1,582,1,582
Y45G12C.2a.1,1,680,17,649
Y45G12C.2a.2,1,775,17,649
Y45G12C.2b.1,1,486,1,360
Y45G12C.3.1,1,384,1,384
Y45G12C.4.1,1,1296,1,1296
Y45G12C.5.1,1,1041,1,1041
Y45G12C.6.1,1,1017,1,1017
Y45G12C.7.1,1,1023,1,1023
Y45G12C.8.1,1,864,1,864
Y45G12C.9a.1,1,972,1,972
Y45G12C.9b.1,1,687,1,687
Y45G12C.9e.1,1,117,1,117
Y45G5AL.1a.1,1,1147,15,836
Y45G5AL.1b.1,1,1149,15,842
Y45G5AL.2a.1,1,1223,33,1223
Y45G5AL.2b.1,1,1197,1,1197
Y45G5AM.1a.1,1,1405,7,1263
Y45G5AM.1a.2,1,1664,266,1522
Y45G5AM.1a.3,1,1423,25,1281
Y45G5AM.1d.1,1,574,1,432
Y45G5AM.2a.1,1,3439,43,3228
Y45G5AM.2c.1,1,3223,1,3012
Y45G5AM.2d.1,1,2269,1,2058
Y45G5AM.3a.1,1,1434,135,1367
Y45G5AM.3a.2,1,1307,16,1248
Y45G5AM.4.1,1,390,1,390
Y45G5AM.5.1,1,535,4,507
Y45G5AM.6a.1,1,1293,79,1137
Y45G5AM.6b.1,1,343,1,249
Y45G5AM.7a.1,1,1847,489,1790
Y45G5AM.7b.1,1,308,1,258
Y45G5AM.8a.1,1,2050,16,1845
Y45G5AM.8b.1,1,1376,1,1173
Y45G5AM.8c.1,1,1136,1,933
Y45G5AM.9a.1,1,1758,8,1507
Y45G5AM.9b.1,1,1853,8,1279
Y45G5AM.9b.2,1,1920,75,1346
Y45G5AM.9c.1,1,1372,1,1113
Y45G5AM.9d.1,1,799,1,540
Y46B2A.1.1,1,1644,18,1544
Y46B2A.3.1,1,3516,1,3438
Y46B2A.4.1,1,483,35,406
Y46C8AL.1.1,1,1808,21,1754
Y46C8AL.1.2,1,1899,17,1750
Y46C8AL.11.1,1,251,55,207
Y46C8AL.2.1,1,1421,7,1377
Y46C8AL.3.1,1,1463,7,1407
Y46C8AL.4.1,1,1461,3,1406
Y46C8AL.5.1,1,1484,1,1401
Y46C8AL.8.1,1,1475,26,1429
Y46C8AL.9.1,1,1230,1,1230
Y46C8AM.1.1,1,735,85,567
Y46C8AM.1.2,1,721,71,553
Y46C8AM.1.3,1,700,50,532
Y46C8AR.1.1,1,1603,1,1410
Y46C8AR.1.2,1,1694,87,1496
Y46D2A.1.1,1,1981,916,1941
Y46D2A.1.2,1,1532,467,1492
Y46D2A.2.1,1,2970,99,1274
Y46D2A.3.1,1,555,8,535
Y46E12A.1.1,1,462,3,299
Y46E12A.2.1,1,492,1,492
Y46E12A.3.1,1,708,1,708
Y46E12A.4.1,1,971,3,920
Y46E12A.5.1,1,360,1,177
Y46E12A.5.2,1,240,1,177
Y46E12BL.1.1,1,1446,233,988
Y46E12BL.2a.1,1,4187,10,4014
Y46E12BL.2a.2,1,4262,83,4087
Y46E12BL.3.1,1,1032,123,854
Y46E12BL.4a.1,1,1512,1,1452
Y46E12BL.4b.1,1,2362,1,1059
Y46E12BL.4c.1,1,2972,341,1738
Y46E12BL.4c.2,1,3041,341,1738
Y46E12BL.4c.3,1,2918,341,1738
Y46E12BL.4d.1,1,1855,1,552
Y46E12BL.4e.1,1,2545,1,1242
Y46E12BL.4f.1,1,2287,1,1053
Y46E12BL.4f.2,1,2356,1,1053
Y46E12BL.4g.1,1,2470,1,1236
Y46E12BL.4g.2,1,2539,1,1236
Y46E12BL.4h.1,1,3047,341,1744
Y46E12BL.4i.1,1,2497,1,1194
Y46G5A.10.1,1,2352,25,2223
Y46G5A.12.1,1,815,1,714
Y46G5A.12.2,1,799,7,720
Y46G5A.12.3,1,803,6,719
Y46G5A.13.1,1,2553,57,1361
Y46G5A.13.2,1,1426,19,1323
Y46G5A.14.1,1,475,123,425
Y46G5A.14.2,1,408,61,363
Y46G5A.14.3,1,384,34,336
Y46G5A.15.1,1,1197,11,925
Y46G5A.17.1,1,2796,113,2452
Y46G5A.17.2,1,2740,119,2458
Y46G5A.18a.1,1,1390,47,1174
Y46G5A.18a.2,1,1512,169,1296
Y46G5A.18b.1,1,1554,47,1129
Y46G5A.18b.2,1,2516,47,1129
Y46G5A.18b.3,1,1576,169,1251
Y46G5A.18b.4,1,2638,169,1251
Y46G5A.19a.1,1,1417,396,1340
Y46G5A.19a.2,1,1081,60,1004
Y46G5A.19b.1,1,1573,396,1496
Y46G5A.19b.2,1,1237,60,1160
Y46G5A.1a.1,1,3601,42,3263
Y46G5A.1a.2,1,3674,42,3263
Y46G5A.1b.1,1,3531,42,3071
Y46G5A.1c.1,1,2698,27,2360
Y46G5A.1c.2,1,2790,36,2369
Y46G5A.1c.3,1,2730,25,2358
Y46G5A.1d.1,1,1466,42,1466
Y46G5A.2.1,1,1572,22,1215
Y46G5A.20.1,1,560,93,422
Y46G5A.21.1,1,2052,6,2021
Y46G5A.21.2,1,2138,6,2021
