ref_id,ALL,UTR5,CDS,UTR3
Y71H2AM.20b.4,1-1248,1-835,836-1153,1154-1248
Y71H2AM.20b.5,1-995,1-582,583-900,901-995
Y71H2AM.22a.1,1-1798,1-182,183-1709,1710-1798
Y71H2AM.22b.1,1-599,,1-552,553-599
Y71H2AM.23.1,1-1703,1-33,34-1524,1525-1703
Y71H2AM.23.2,1-1976,1-33,34-1524,1525-1976
Y71H2AM.23.3,1-1619,1-39,40-1530,1531-1619
Y71H2AM.24.1,1-955,1-4,5-916,917-955
Y71H2AM.25.1,1-915,1-15,16-915,
Y71H2AM.29.1,1-674,1-362,363-635,636-674
Y71H2AM.3.1,1-2229,1-1,2-1453,1454-2229
Y71H2AM.4.1,1-493,1-8,9-428,429-493
Y71H2AM.5.1,1-548,1-2,3-368,369-548
Y71H2AM.5.2,1-633,1-87,88-453,454-633
Y71H2AM.6a.1,1-950,1-70,71-904,905-950
Y71H2AM.6b.1,1-914,1-25,26-316,317-914
Y71H2AM.7.1,1-1306,1-86,87-1169,1170-1306
Y71H2AM.8.1,1-2299,1-4,5-1513,1514-2299
Y71H2AM.9.1,1-1903,1-7,8-1495,1496-1903
Y71H2AM.9.2,1-2034,1-7,8-1495,1496-2034
Y71H2AM.9.3,1-2097,1-70,71-1558,1559-2097
Y71H2AR.1.1,1-542,,1-399,400-542
Y71H2AR.2.1,1-1038,,1-1038,
Y71H2AR.3.1,1-731,,1-522,523-731
Y71H2B.1.1,1-602,1-29,30-461,462-602
Y71H2B.10a.1,1-3133,1-12,13-2880,2881-3133
Y71H2B.10b.1,1-916,,1-681,682-916
Y71H2B.10c.1,1-2496,1-12,13-2496,
Y71H2B.11.1,1-974,1-216,217-900,901-974
Y71H2B.11.2,1-1115,1-223,224-907,908-1115
Y71H2B.2.1,1-1287,1-1,2-1027,1028-1287
Y71H2B.2.2,1-1294,1-1,2-1027,1028-1294
Y71H2B.2.3,1-1323,1-1,2-1027,1028-1323
Y71H2B.2.4,1-1322,1-3,4-1029,1030-1322
Y71H2B.3.1,1-1399,1-3,4-987,988-1399
Y71H2B.3.2,1-1712,1-3,4-987,988-1712
Y71H2B.3.3,1-1670,1-9,10-993,994-1670
Y71H2B.4.1,1-351,1-27,28-300,301-351
Y71H2B.5.1,1-3027,1-2,3-2876,2877-3027
Y71H2B.6.1,1-885,1-8,9-608,609-885
Y71H2B.6.2,1-805,1-8,9-608,609-805
Y71H2B.6.3,1-938,1-8,9-608,609-938
Y71H2B.6.4,1-4265,1-8,9-608,609-4265
Y71H2B.6.5,1-859,1-8,9-608,609-859
Y71H2B.6.6,1-879,1-8,9-608,609-879
Y71H2B.6.7,1-780,1-8,9-608,609-780
Y71H2B.7.1,1-1299,1-36,37-1257,1258-1299
Y71H2B.7.2,1-1332,1-36,37-1257,1258-1332
Y71H2B.7.3,1-1422,1-126,127-1347,1348-1422
Y71H2B.8.1,1-858,,1-858,
Y71H9A.1.1,1-2202,,1-2202,
Y71H9A.10.1,1-860,1-117,118-471,472-860
Y71H9A.2.1,1-1106,1-13,14-910,911-1106
Y71H9A.3.1,1-1399,1-161,162-1007,1008-1399
Y71H9A.3.2,1-1165,1-161,162-1007,1008-1165
Y71H9A.3.3,1-1250,1-137,138-983,984-1250
Y72A10A.1a.1,1-1042,1-54,55-654,655-1042
Y72A10A.1b.1,1-814,1-9,10-426,427-814
Y72A10A.1c.1,1-1132,1-15,16-744,745-1132
Y73B3A.1.1,1-2242,1-61,62-1903,1904-2242
Y73B3A.11.1,1-354,,1-354,
Y73B3A.14.1,1-438,1-140,141-329,330-438
Y73B3A.15.1,1-1428,,1-1428,
Y73B3A.20.1,1-1186,1-308,309-527,528-1186
Y73B3A.20.2,1-1199,1-232,233-451,452-1199
Y73B3A.20.3,1-820,1-232,233-451,452-820
Y73B3A.22.1,1-1040,1-8,9-815,816-1040
Y73B3A.4.1,1-2453,1-15,16-1725,1726-2453
Y73B3A.5.1,1-735,,1-735,
Y73B3A.8.1,1-447,,1-447,
Y73B3B.1.1,1-1970,,1-1131,1132-1970
Y73B3B.2.1,1-853,1-13,14-736,737-853
Y73B3B.3.1,1-186,,1-186,
Y73B6A.1a.1,1-1277,,1-1245,1246-1277
Y73B6A.1b.1,1-687,1-7,8-685,686-687
Y73B6A.3.1,1-513,1-92,93-473,474-513
Y73B6A.4.1,1-1504,1-13,14-1390,1391-1504
Y73B6A.5a.1,1-3142,,1-2442,2443-3142
Y73B6A.5b.1,1-3268,,1-2568,2569-3268
Y73B6A.5c.1,1-3245,1-148,149-2545,2546-3245
Y73B6A.5d.1,1-3379,1-163,164-2680,2681-3379
Y73B6A.5e.1,1-3208,1-163,164-2509,2510-3208
Y73B6A.5f.1,1-3010,,1-2310,2311-3010
Y73B6BL.1.1,1-2676,1-7,8-2263,2264-2676
Y73B6BL.10.1,1-987,,1-987,
Y73B6BL.11.1,1-987,,1-987,
Y73B6BL.12.1,1-561,1-16,17-427,428-561
Y73B6BL.13.1,1-392,1-7,8-373,374-392
Y73B6BL.14.1,1-362,1-60,61-342,343-362
Y73B6BL.18a.1,1-3706,,1-3429,3430-3706
Y73B6BL.18a.2,1-3628,,1-3429,3430-3628
Y73B6BL.18a.3,1-3622,,1-3429,3430-3622
Y73B6BL.18a.4,1-3623,,1-3429,3430-3623
Y73B6BL.18a.5,1-3670,1-11,12-3440,3441-3670
Y73B6BL.18a.6,1-3693,1-5,6-3434,3435-3693
Y73B6BL.18b.1,1-3712,,1-3435,3436-3712
Y73B6BL.18b.2,1-3634,,1-3435,3436-3634
Y73B6BL.18b.3,1-3628,,1-3435,3436-3628
Y73B6BL.18b.4,1-3629,,1-3435,3436-3629
Y73B6BL.18b.5,1-3696,1-2,3-3437,3438-3696
Y73B6BL.19.1,1-2297,1-88,89-1825,1826-2297
Y73B6BL.2.1,1-1259,1-29,30-1088,1089-1259
Y73B6BL.21a.1,1-1114,1-9,10-954,955-1114
Y73B6BL.21b.1,1-720,,1-570,571-720
Y73B6BL.21c.1,1-204,,1-204,
Y73B6BL.21d.1,1-933,,1-783,784-933
Y73B6BL.22.1,1-466,1-36,37-354,355-466
Y73B6BL.23.1,1-1109,1-8,9-602,603-1109
Y73B6BL.23.2,1-1184,1-79,80-673,674-1184
Y73B6BL.24.1,1-1231,1-2,3-1148,1149-1231
Y73B6BL.24.2,1-1312,1-83,84-1229,1230-1312
Y73B6BL.25.1,1-1475,1-80,81-1349,1350-1475
Y73B6BL.25.2,1-1481,1-66,67-1335,1336-1481
Y73B6BL.26a.1,1-1376,,1-1287,1288-1376
Y73B6BL.26b.1,1-1487,1-29,30-1382,1383-1487
Y73B6BL.27.1,1-584,1-16,17-412,413-584
Y73B6BL.270.1,1-132,,1-132,
Y73B6BL.288.1,1-811,1-241,242-739,740-811
Y73B6BL.289.1,1-236,,1-216,217-236
Y73B6BL.29a.1,1-1112,1-62,63-1031,1032-1112
Y73B6BL.29b.1,1-1853,1-1222,1223-1774,1775-1853
Y73B6BL.29b.2,1-1291,1-660,661-1212,1213-1291
Y73B6BL.29b.3,1-1075,1-447,448-999,1000-1075
Y73B6BL.29b.4,1-1104,1-476,477-1028,1029-1104
Y73B6BL.29b.5,1-1103,1-473,474-1025,1026-1103
Y73B6BL.29b.6,1-1069,1-436,437-988,989-1069
Y73B6BL.29b.7,1-840,1-212,213-764,765-840
Y73B6BL.29b.8,1-661,1-28,29-580,581-661
Y73B6BL.3.1,1-1054,1-25,26-937,938-1054
Y73B6BL.30a.1,1-604,1-4,5-403,404-604
Y73B6BL.30a.2,1-649,1-4,5-403,404-649
Y73B6BL.30b.1,1-485,1-8,9-239,240-485
Y73B6BL.31a.1,1-1589,1-133,134-1312,1313-1589
Y73B6BL.31b.1,1-1412,1-1,2-1135,1136-1412
Y73B6BL.32.1,1-571,1-7,8-304,305-571
Y73B6BL.32.2,1-826,1-262,263-559,560-826
Y73B6BL.33a.1,1-2288,1-1,2-1834,1835-2288
Y73B6BL.33b.1,1-1501,,1-1047,1048-1501
Y73B6BL.34.1,1-1023,1-42,43-936,937-1023
Y73B6BL.34.2,1-967,1-42,43-936,937-967
Y73B6BL.35a.1,1-532,1-61,62-328,329-532
Y73B6BL.35b.1,1-312,,1-123,124-312
Y73B6BL.36.1,1-1068,1-114,115-783,784-1068
Y73B6BL.37.1,1-1134,,1-1134,
Y73B6BL.38.1,1-1728,1-23,24-1541,1542-1728
Y73B6BL.39.1,1-1027,1-5,6-1004,1005-1027
Y73B6BL.4.1,1-1937,1-2,3-1643,1644-1937
Y73B6BL.4.2,1-1665,1-2,3-1643,1644-1665
Y73B6BL.4.3,1-2018,1-83,84-1724,1725-2018
Y73B6BL.4.4,1-2073,1-138,139-1779,1780-2073
Y73B6BL.40.1,1-1008,,1-1008,
Y73B6BL.41.1,1-1008,,1-1008,
Y73B6BL.42.1,1-1635,,1-1635,
Y73B6BL.43.1,1-684,,1-561,562-684
Y73B6BL.44.1,1-1052,1-69,70-801,802-1052
Y73B6BL.47.1,1-1095,1-88,89-607,608-1095
Y73B6BL.47.2,1-781,1-88,89-607,608-781
Y73B6BL.5a.1,1-1936,,1-1716,1717-1936
Y73B6BL.5b.1,1-1801,,1-1581,1582-1801
Y73B6BL.5c.1,1-1401,1-5,6-1181,1182-1401
Y73B6BL.5d.1,1-2019,,1-2019,
Y73B6BL.5e.1,1-1743,,1-1524,1525-1743
Y73B6BL.6a.1,1-2021,1-117,118-1035,1036-2021
Y73B6BL.6a.10,1-2004,1-116,117-1034,1035-2004
Y73B6BL.6a.11,1-1987,1-99,100-1017,1018-1987
Y73B6BL.6a.12,1-1979,1-91,92-1009,1010-1979
Y73B6BL.6a.13,1-1966,1-78,79-996,997-1966
Y73B6BL.6a.14,1-1962,1-74,75-992,993-1962
Y73B6BL.6a.15,1-1951,1-63,64-981,982-1951
Y73B6BL.6a.2,1-2223,1-319,320-1237,1238-2223
Y73B6BL.6a.3,1-2004,1-116,117-1034,1035-2004
Y73B6BL.6a.4,1-2004,1-116,117-1034,1035-2004
Y73B6BL.6a.5,1-2007,1-119,120-1037,1038-2007
Y73B6BL.6a.6,1-2004,1-116,117-1034,1035-2004
Y73B6BL.6a.7,1-2008,1-120,121-1038,1039-2008
Y73B6BL.6a.8,1-1893,1-119,120-1037,1038-1893
Y73B6BL.6a.9,1-2009,1-121,122-1039,1040-2009
Y73B6BL.6b.1,1-2031,1-117,118-1044,1045-2031
Y73B6BL.6b.10,1-2237,1-341,342-1268,1269-2237
Y73B6BL.6b.11,1-2012,1-116,117-1043,1044-2012
Y73B6BL.6b.12,1-2010,1-114,115-1041,1042-2010
Y73B6BL.6b.13,1-1956,1-119,120-1046,1047-1956
Y73B6BL.6b.14,1-2018,1-122,123-1049,1050-2018
Y73B6BL.6b.15,1-1805,1-121,122-1048,1049-1805
Y73B6BL.6b.16,1-2006,1-110,111-1037,1038-2006
Y73B6BL.6b.17,1-1991,1-95,96-1022,1023-1991
Y73B6BL.6b.18,1-1987,1-91,92-1018,1019-1987
Y73B6BL.6b.19,1-1762,1-78,79-1005,1006-1762
Y73B6BL.6b.2,1-1944,1-117,118-1044,1045-1944
Y73B6BL.6b.20,1-1970,1-74,75-1001,1002-1970
Y73B6BL.6b.3,1-2012,1-116,117-1043,1044-2012
Y73B6BL.6b.4,1-2012,1-116,117-1043,1044-2012
Y73B6BL.6b.5,1-1922,1-117,118-1044,1045-1922
Y73B6BL.6b.6,1-1846,1-117,118-1044,1045-1846
Y73B6BL.6b.7,1-1886,1-117,118-1044,1045-1886
Y73B6BL.6b.8,1-1955,1-117,118-1044,1045-1955
Y73B6BL.6b.9,1-1852,1-117,118-1044,1045-1852
Y73B6BL.7a.1,1-2717,,1-2481,2482-2717
Y73B6BL.7a.2,1-2724,,1-2481,2482-2724
Y73B6BL.7b.1,1-1035,,1-792,793-1035
Y73B6BL.7c.1,1-2420,,1-2184,2185-2420
Y73B6BL.7c.2,1-2427,,1-2184,2185-2427
Y73B6BL.9a.1,1-764,1-42,43-618,619-764
Y73B6BL.9a.2,1-767,1-36,37-612,613-767
Y73B6BL.9a.3,1-768,1-36,37-612,613-768
Y73B6BL.9a.4,1-751,1-36,37-612,613-751
Y73B6BL.9b.1,1-517,,1-372,373-517
Y73B6BR.1a.1,1-1747,1-1,2-1447,1448-1747
Y73B6BR.1b.1,1-1431,1-1,2-1366,1367-1431
Y73C8A.1b.1,1-1166,,1-993,994-1166
Y73C8B.1.1,1-1057,1-42,43-978,979-1057
Y73C8B.2.1,1-1011,1-1,2-928,929-1011
Y73C8B.3.1,1-1211,1-103,104-1090,1091-1211
Y73C8B.4.1,1-1488,1-7,8-1216,1217-1488
Y73C8B.5a.1,1-351,,1-351,
Y73C8B.9a.1,1-96,,1-96,
Y73C8B.9b.1,1-45,,1-45,
Y73C8C.10.1,1-1402,,1-1203,1204-1402
Y73C8C.11.1,1-1011,,1-1011,
Y73C8C.12.1,1-204,,1-204,
Y73C8C.2.1,1-1182,1-57,58-1086,1087-1182
Y73C8C.3.1,1-2481,,1-2481,
Y73C8C.4.1,1-1071,,1-1071,
Y73C8C.5.1,1-996,,1-996,
Y73C8C.6a.1,1-1014,,1-1014,
Y73C8C.6b.1,1-501,,1-501,
Y73C8C.8.1,1-3000,1-350,351-2906,2907-3000
Y73C8C.8.2,1-3001,1-350,351-2906,2907-3001
Y73C8C.9.1,1-1095,,1-1095,
Y73E7A.1a.1,1-829,1-23,24-695,696-829
Y73E7A.1b.1,1-582,1-4,5-445,446-582
Y73E7A.2.1,1-1842,1-2,3-1394,1395-1842
Y73E7A.3a.1,1-1763,1-96,97-1545,1546-1763
Y73E7A.3b.1,1-1726,1-96,97-1116,1117-1726
Y73E7A.3c.1,1-1430,1-66,67-1212,1213-1430
Y73E7A.3d.1,1-1327,,1-717,718-1327
Y73E7A.4.1,1-803,1-41,42-473,474-803
Y73E7A.6.1,1-492,1-9,10-279,280-492
Y73E7A.6.2,1-535,1-5,6-275,276-535
Y73E7A.7a.1,1-1462,1-98,99-1250,1251-1462
Y73E7A.7a.2,1-1402,1-92,93-1244,1245-1402
Y73E7A.7a.3,1-1436,1-77,78-1229,1230-1436
Y73E7A.7a.4,1-1390,1-31,32-1183,1184-1390
Y73E7A.7a.5,1-1393,1-34,35-1186,1187-1393
Y73E7A.7b.1,1-1218,1-354,355-1011,1012-1218
Y73E7A.7b.2,1-1098,1-234,235-891,892-1098
Y73E7A.7b.3,1-875,1-11,12-668,669-875
Y73E7A.8.1,1-2389,1-201,202-2244,2245-2389
Y73E7A.9a.1,1-3069,,1-1677,1678-3069
Y73E7A.9b.1,1-2445,,1-1053,1054-2445
Y73E7A.9c.1,1-2292,,1-900,901-2292
Y73E7A.9d.1,1-1944,,1-552,553-1944
Y73F4A.1.1,1-769,1-75,76-624,625-769
Y73F4A.2.1,1-832,1-37,38-544,545-832
Y73F4A.3.1,1-606,1-44,45-536,537-606
Y73F4A.3.2,1-643,1-33,34-525,526-643
Y73F8A.1.1,1-2299,1-20,21-2171,2172-2299
Y73F8A.10.1,1-712,,1-618,619-712
Y73F8A.11.1,1-1254,1-41,42-1229,1230-1254
Y73F8A.11.2,1-1267,1-41,42-1229,1230-1267
Y73F8A.1159.1,1-126,,1-126,
Y73F8A.12.1,1-448,1-10,11-400,401-448
Y73F8A.13.1,1-825,1-73,74-631,632-825
Y73F8A.13.2,1-717,1-37,38-595,596-717
Y73F8A.14.1,1-478,1-46,47-436,437-478
Y73F8A.15.1,1-468,1-42,43-411,412-468
Y73F8A.16.1,1-1191,,1-1191,
Y73F8A.17.1,1-1143,,1-1143,
Y73F8A.18.1,1-1164,,1-1164,
Y73F8A.19.1,1-2156,1-50,51-1883,1884-2156
Y73F8A.2.1,1-1272,,1-1272,
Y73F8A.20.1,1-1710,1-43,44-1669,1670-1710
Y73F8A.21a.1,1-2320,1-49,50-2068,2069-2320
Y73F8A.21c.1,1-2369,1-56,57-2123,2124-2369
Y73F8A.22.1,1-918,,1-918,
Y73F8A.23.1,1-801,,1-801,
Y73F8A.24a.1,1-1550,,1-1446,1447-1550
Y73F8A.24b.1,1-1398,,1-1296,1297-1398
Y73F8A.24c.1,1-1562,,1-1458,1459-1562
Y73F8A.24c.2,1-1766,1-206,207-1664,1665-1766
Y73F8A.24d.1,1-1410,,1-1308,1309-1410
Y73F8A.25a.1,1-2404,1-6,7-1929,1930-2404
Y73F8A.25a.2,1-2406,1-6,7-1929,1930-2406
Y73F8A.25a.3,1-2283,1-6,7-1929,1930-2283
Y73F8A.25a.4,1-2418,1-18,19-1941,1942-2418
Y73F8A.25a.5,1-2404,1-12,13-1935,1936-2404
Y73F8A.25b.1,1-1467,1-18,19-990,991-1467
Y73F8A.25b.2,1-1344,1-18,19-990,991-1344
Y73F8A.25b.3,1-1463,1-18,19-990,991-1463
Y73F8A.25c.1,1-230,1-17,18-212,213-230
Y73F8A.25d.1,1-2221,1-6,7-1857,1858-2221
Y73F8A.25e.1,1-1033,,1-669,670-1033
Y73F8A.25f.1,1-389,,1-228,229-389
Y73F8A.26a.1,1-1960,1-74,75-1505,1506-1960
Y73F8A.26b.1,1-1583,,1-1128,1129-1583
Y73F8A.27.1,1-767,1-8,9-518,519-767
Y73F8A.3.1,1-1023,,1-1023,
Y73F8A.30a.1,1-2026,1-24,25-1749,1750-2026
Y73F8A.30b.1,1-1842,1-20,21-1757,1758-1842
Y73F8A.32a.1,1-246,1-15,16-198,199-246
Y73F8A.34a.1,1-1583,,1-1458,1459-1583
Y73F8A.34b.1,1-533,,1-408,409-533
Y73F8A.34c.1,1-1436,,1-1311,1312-1436
Y73F8A.34d.1,1-1043,,1-918,919-1043
Y73F8A.35a.1,1-2164,1-20,21-1985,1986-2164
Y73F8A.35b.1,1-1892,,1-1713,1714-1892
Y73F8A.36.1,1-372,1-38,39-368,369-372
Y73F8A.5.1,1-3497,1-188,189-3248,3249-3497
Y73F8A.6.1,1-1097,1-74,75-959,960-1097
Y73F8A.6.2,1-1090,1-46,47-931,932-1090
Y73F8A.8.1,1-1263,,1-1263,
Y73F8A.9.1,1-1261,,1-1260,1261-1261
Y74C10AL.2.1,1-1401,1-8,9-482,483-1401
Y74C10AL.2.2,1-1413,1-20,21-494,495-1413
Y74C10AR.1a.1,1-1274,1-2,3-986,987-1274
Y74C10AR.1b.1,1-499,1-5,6-227,228-499
Y74C10AR.2.1,1-715,1-45,46-495,496-715
Y74C10AR.2.2,1-675,1-5,6-455,456-675
Y74C10AR.2.3,1-534,1-5,6-455,456-534
Y74C10AR.2.4,1-529,,1-450,451-529
Y74C10AR.3a.1,1-2504,1-9,10-2124,2125-2504
Y74C10AR.3b.1,1-630,,1-285,286-630
Y74C10AR.3c.1,1-1823,1-15,16-492,493-1823
Y74C9A.1.1,1-732,,1-732,
Y74C9A.2a.1,1-714,1-90,91-462,463-714
Y74C9A.2a.2,1-647,1-23,24-395,396-647
Y74C9A.2a.3,1-554,1-90,91-462,463-554
Y74C9A.2a.4,1-706,1-82,83-454,455-706
Y74C9A.2a.5,1-699,1-75,76-447,448-699
Y74C9A.2a.6,1-685,1-61,62-433,434-685
Y74C9A.2b.1,1-423,,1-171,172-423
Y74C9A.3.1,1-892,1-82,83-787,788-892
Y74C9A.3.2,1-970,1-159,160-864,865-970
Y74C9A.4a.1,1-2117,1-3,4-1689,1690-2117
Y74C9A.4b.1,1-2122,1-3,4-1698,1699-2122
Y74C9A.4c.1,1-2030,,1-1602,1603-2030
Y74C9A.4d.1,1-1253,,1-825,826-1253
Y74C9A.5.1,1-2180,1-66,67-1491,1492-2180
Y74C9A.5.2,1-2290,1-174,175-1599,1600-2290
Y74E4A.1a.1,1-1476,1-84,85-1362,1363-1476
Y74E4A.1b.1,1-1494,1-93,94-1380,1381-1494
Y75B12A.2.1,1-717,,1-717,
Y75B12B.10.1,1-1065,1-36,37-1065,
Y75B12B.11.1,1-389,1-13,14-388,389-389
Y75B12B.13.1,1-258,1-10,11-232,233-258
Y75B12B.1a.1,1-1040,1-3,4-567,568-1040
Y75B12B.1a.2,1-1084,1-3,4-567,568-1084
Y75B12B.1a.3,1-1069,1-3,4-567,568-1069
Y75B12B.1b.1,1-1091,1-10,11-619,620-1091
Y75B12B.1c.1,1-943,1-3,4-579,580-943
Y75B12B.2.1,1-635,1-18,19-534,535-635
Y75B12B.2.2,1-1044,1-427,428-943,944-1044
Y75B12B.2.3,1-639,1-18,19-534,535-639
Y75B12B.2.4,1-653,1-18,19-534,535-653
Y75B12B.2.5,1-552,1-18,19-534,535-552
Y75B12B.2.6,1-604,1-18,19-534,535-604
Y75B12B.3.1,1-389,1-69,70-354,355-389
Y75B12B.4.1,1-1592,1-586,587-1549,1550-1592
Y75B12B.5.1,1-640,1-25,26-547,548-640
Y75B12B.6.1,1-2899,1-154,155-2845,2846-2899
Y75B12B.6.2,1-2936,1-154,155-2845,2846-2936
Y75B12B.7.1,1-1050,,1-1050,
Y75B12B.8.1,1-681,,1-681,
Y75B7AL.1a.1,1-1885,1-19,20-1660,1661-1885
Y75B7AL.1b.1,1-1613,,1-1389,1390-1613
Y75B7AL.2a.1,1-1757,1-13,14-1588,1589-1757
Y75B7AL.2b.1,1-1241,,1-1074,1075-1241
Y75B7AL.3.1,1-1295,1-67,68-922,923-1295
Y75B7AL.3.2,1-1320,1-83,84-938,939-1320
Y75B7AL.3.3,1-1245,1-8,9-863,864-1245
Y75B7AL.4a.1,1-4127,1-15,16-3396,3397-4127
Y75B7AL.4a.2,1-4087,1-15,16-3396,3397-4087
Y75B7AL.4b.1,1-1585,,1-858,859-1585
Y75B7AL.4c.1,1-4150,1-15,16-3423,3424-4150
Y75B7AL.4c.2,1-4114,1-15,16-3423,3424-4114
Y75B7AL.4d.1,1-3895,,1-3168,3169-3895
Y75B7AL.4d.2,1-3859,,1-3168,3169-3859
Y75B7AL.4e.1,1-3872,,1-3141,3142-3872
Y75B7AL.4e.2,1-3832,,1-3141,3142-3832
Y75B7AL.4f.1,1-3508,,1-2781,2782-3508
Y75B7AL.4f.2,1-3472,,1-2781,2782-3472
Y75B7AL.4g.1,1-3485,,1-2754,2755-3485
Y75B7AL.4g.2,1-3445,,1-2754,2755-3445
Y75B7AR.1.1,1-1498,1-959,960-1400,1401-1498
Y75B7B.1.1,1-1263,1-40,41-1192,1193-1263
Y75B7B.2.1,1-937,1-87,88-702,703-937
Y75B8A.1.1,1-1378,1-54,55-882,883-1378
Y75B8A.1.2,1-1044,1-54,55-882,883-1044
Y75B8A.1.3,1-1620,1-296,297-1124,1125-1620
Y75B8A.10.1,1-917,1-4,5-901,902-917
Y75B8A.11a.1,1-520,1-13,14-283,284-520
Y75B8A.12.1,1-2332,1-87,88-2253,2254-2332
Y75B8A.13.1,1-4411,1-9,10-4272,4273-4411
Y75B8A.14.1,1-946,1-6,7-825,826-946
Y75B8A.16.1,1-1568,1-70,71-1468,1469-1568
Y75B8A.17.1,1-1275,,1-543,544-1275
Y75B8A.17.2,1-1288,,1-543,544-1288
Y75B8A.17.3,1-1185,,1-543,544-1185
Y75B8A.17.4,1-835,,1-543,544-835
Y75B8A.17.5,1-971,1-6,7-549,550-971
Y75B8A.17.6,1-993,1-6,7-549,550-993
Y75B8A.17.7,1-1205,1-2,3-545,546-1205
Y75B8A.18a.1,1-532,1-82,83-457,458-532
Y75B8A.18b.1,1-364,1-3,4-288,289-364
Y75B8A.19.1,1-2675,1-36,37-2127,2128-2675
Y75B8A.20.1,1-684,1-62,63-572,573-684
Y75B8A.21.1,1-979,,1-963,964-979
Y75B8A.22.1,1-4180,1-10,11-4072,4073-4180
Y75B8A.22.2,1-4144,1-10,11-4072,4073-4144
Y75B8A.23.1,1-482,1-202,203-463,464-482
Y75B8A.24.1,1-6598,1-72,73-6393,6394-6598
Y75B8A.24.2,1-6596,1-72,73-6393,6394-6596
Y75B8A.24.3,1-6667,1-72,73-6393,6394-6667
Y75B8A.25.1,1-2707,1-2,3-2519,2520-2707
Y75B8A.26.1,1-4475,1-38,39-4424,4425-4475
Y75B8A.27.1,1-1488,1-13,14-1339,1340-1488
Y75B8A.27.2,1-1498,1-23,24-1349,1350-1498
Y75B8A.28.1,1-1281,1-19,20-1132,1133-1281
Y75B8A.29.1,1-1355,1-320,321-1343,1344-1355
Y75B8A.29.2,1-1145,1-106,107-1129,1130-1145
Y75B8A.2a.1,1-1142,1-54,55-786,787-1142
Y75B8A.2a.2,1-1280,1-238,239-970,971-1280
Y75B8A.2b.1,1-1110,1-521,522-800,801-1110
Y75B8A.2b.10,1-732,1-148,149-427,428-732
Y75B8A.2b.11,1-651,1-62,63-341,342-651
Y75B8A.2b.2,1-1098,1-514,515-793,794-1098
Y75B8A.2b.3,1-1107,1-523,524-802,803-1107
Y75B8A.2b.4,1-1104,1-514,515-793,794-1104
Y75B8A.2b.5,1-1101,1-512,513-791,792-1101
Y75B8A.2b.6,1-1026,1-432,433-711,712-1026
Y75B8A.2b.7,1-1099,1-511,512-790,791-1099
Y75B8A.2b.8,1-1061,1-477,478-756,757-1061
Y75B8A.2b.9,1-835,1-246,247-525,526-835
Y75B8A.3.1,1-3678,1-1001,1002-3554,3555-3678
Y75B8A.30.1,1-1250,1-6,7-1008,1009-1250
Y75B8A.30.2,1-1347,1-6,7-1008,1009-1347
Y75B8A.31.1,1-1012,1-6,7-948,949-1012
Y75B8A.32.1,1-1551,1-35,36-1370,1371-1551
Y75B8A.33.1,1-1026,,1-1026,
Y75B8A.34.1,1-1035,,1-1035,
Y75B8A.35a.1,1-1813,1-17,18-1460,1461-1813
Y75B8A.35a.2,1-1890,1-94,95-1537,1538-1890
Y75B8A.35b.1,1-1796,1-17,18-1409,1410-1796
Y75B8A.35b.2,1-1850,1-105,106-1497,1498-1850
Y75B8A.35b.3,1-1829,1-84,85-1476,1477-1829
Y75B8A.35b.4,1-1891,1-146,147-1538,1539-1891
Y75B8A.35c.1,1-856,,1-504,505-856
Y75B8A.37.1,1-321,,1-321,
Y75B8A.39.1,1-831,1-101,102-770,771-831
Y75B8A.4.1,1-2375,1-11,12-2333,2334-2375
Y75B8A.44.1,1-415,,1-303,304-415
Y75B8A.5.1,1-1337,,1-1206,1207-1337
Y75B8A.63.1,1-39,,1-39,
Y75B8A.6a.1,1-2672,1-13,14-1357,1358-2672
Y75B8A.6a.2,1-2692,1-13,14-1357,1358-2692
Y75B8A.6a.3,1-2653,1-13,14-1357,1358-2653
Y75B8A.6a.4,1-2444,1-13,14-1357,1358-2444
Y75B8A.6b.1,1-2656,,1-1341,1342-2656
Y75B8A.6b.2,1-2637,,1-1341,1342-2637
Y75B8A.6b.3,1-2428,,1-1341,1342-2428
Y75B8A.6c.1,1-2609,1-13,14-1294,1295-2609
Y75B8A.6c.2,1-2590,1-13,14-1294,1295-2590
Y75B8A.6c.3,1-2381,1-13,14-1294,1295-2381
Y75B8A.7.1,1-2711,1-16,17-1963,1964-2711
Y75B8A.7.2,1-2475,1-16,17-1963,1964-2475
Y75B8A.7.3,1-2394,1-23,24-1970,1971-2394
Y75B8A.8.1,1-2821,1-130,131-2278,2279-2821
Y75B8A.9a.1,1-1969,1-2,3-1820,1821-1969
Y75B8A.9b.1,1-1364,1-2,3-1313,1314-1364
Y75D11A.2.1,1-804,1-18,19-561,562-804
Y75D11A.3.1,1-939,1-16,17-559,560-939
Y75D11A.3.2,1-855,1-16,17-559,560-855
Y75D11A.3.3,1-842,1-16,17-559,560-842
Y75D11A.6.1,1-120,,1-120,
Y76A2A.1.1,1-910,1-36,37-873,874-910
Y76A2A.2a.1,1-3955,1-47,48-3764,3765-3955
Y76A2A.2b.1,1-3544,,1-3351,3352-3544
Y76A2B.1a.1,1-3671,1-17,18-3191,3192-3671
Y76A2B.1a.2,1-3687,1-29,30-3203,3204-3687
