ref_id,length
T22G5.5a.1,1930
T22G5.5a.2,1967
T22G5.5b.1,1947
T22G5.6.1,622
T22G5.7.1,450
T22H2.1.1,1044
T22H2.3.1,1647
T22H2.4.1,416
T22H2.5a.1,1268
T22H2.5a.2,985
T22H2.5b.1,1189
T22H2.5c.1,882
T22H2.6a.1,1182
T22H2.6b.1,1200
T22H6.1.1,1331
T22H6.2a.1,2565
T22H6.2b.1,2581
T22H6.3.1,1315
T22H6.4.1,1029
T22H6.5.1,606
T22H6.6a.1,5327
T22H6.6b.1,3031
T22H6.6c.1,1985
T22H6.7.1,702
T22H9.1a.1,1485
T22H9.1b.1,1221
T22H9.2a.1,3587
T22H9.2a.2,3405
T22H9.2b.1,417
T22H9.3.1,3216
T22H9.4.1,1374
T22H9.4.2,1785
T23B12.1.1,835
T23B12.11.1,934
T23B12.11.2,835
T23B12.2.1,1012
T23B12.3.1,928
T23B12.3.2,1004
T23B12.4.1,2821
T23B12.5.1,888
T23B12.6.1,2151
T23B12.7.1,1046
T23B12.8a.1,494
T23B12.8a.2,498
T23B12.8a.3,515
T23B12.8a.4,475
T23B12.8a.5,446
T23B12.8a.6,393
T23B12.8b.1,528
T23B3.1a.1,1422
T23B3.1a.2,1433
T23B3.1b.1,1430
T23B3.2.1,504
T23B3.2.2,622
T23B3.4.1,1422
T23B3.4.2,1437
T23B3.5.1,786
T23B3.6.1,1344
T23B3.8.1,287
T23B5.1a.1,2443
T23B5.1a.2,2445
T23B5.1a.3,2447
T23B5.1b.1,1442
T23B5.3a.1,2789
T23B5.3a.2,2851
T23B5.3a.3,2951
T23B5.3b.1,1679
T23B5.3c.1,1100
T23B5.3c.10,1304
T23B5.3c.2,1161
T23B5.3c.3,2950
T23B5.3c.4,2917
T23B5.3c.5,2751
T23B5.3c.6,2848
T23B5.3c.7,2838
T23B5.3c.8,2412
T23B5.3c.9,1499
T23B5.3d.1,3032
T23B5.3d.2,2966
T23B5.3e.1,1340
T23B5.3e.2,1274
T23B5.4a.1,445
T23B5.4a.2,456
T23B5.4b.1,704
T23B5.6.1,1201
T23B7.1.1,335
T23B7.1.2,534
T23B7.2.1,692
T23B7.3a.1,704
T23B7.3b.1,740
T23C6.1.1,1744
T23C6.3.1,1918
T23C6.4.1,1306
T23C6.5.1,1307
T23D5.1.1,1062
T23D5.10.1,1095
T23D5.11.1,996
T23D5.12.1,1053
T23D5.2.1,1111
T23D5.3.1,660
T23D5.6.1,978
T23D5.7.1,1477
T23D5.7.2,1191
T23D5.8.1,696
T23D5.9.1,1020
T23D8.1a.1,2471
T23D8.1a.2,2475
T23D8.1b.1,2480
T23D8.2.1,950
T23D8.3.1,1459
T23D8.3.2,1463
T23D8.4.1,3102
T23D8.4.2,2897
T23D8.4.3,2883
T23D8.5.1,486
T23D8.6.1,557
T23D8.7.1,3068
T23D8.7.2,3105
T23D8.8.1,2232
T23D8.9a.1,2873
T23D8.9b.1,2880
T23D8.9c.1,2466
T23E1.1.1,1903
T23E1.3a.1,696
T23E1.3b.1,219
T23E7.2a.1,3377
T23E7.2b.1,3227
T23E7.2c.1,1073
T23E7.2d.1,3575
T23E7.2d.10,3581
T23E7.2d.11,3622
T23E7.2d.12,3474
T23E7.2d.13,3569
T23E7.2d.14,3553
T23E7.2d.15,3265
T23E7.2d.16,3274
T23E7.2d.17,2780
T23E7.2d.18,2569
T23E7.2d.19,2271
T23E7.2d.2,3724
T23E7.2d.20,2409
T23E7.2d.21,2009
T23E7.2d.22,1423
T23E7.2d.3,3359
T23E7.2d.4,3449
T23E7.2d.5,3578
T23E7.2d.6,3476
T23E7.2d.7,3474
T23E7.2d.8,3478
T23E7.2d.9,3575
T23E7.2e.1,3251
T23E7.2f.1,3148
T23E7.2g.1,3275
T23E7.2h.1,3119
T23E7.2i.1,3017
T23E7.2j.1,3125
T23E7.2k.1,2969
T23E7.2l.1,2867
T23E7.4a.1,548
T23E7.4a.10,551
T23E7.4a.11,541
T23E7.4a.12,546
T23E7.4a.13,531
T23E7.4a.14,525
T23E7.4a.2,626
T23E7.4a.3,545
T23E7.4a.4,528
T23E7.4a.5,493
T23E7.4a.6,564
T23E7.4a.7,547
T23E7.4a.8,558
T23E7.4a.9,540
T23E7.4b.1,768
T23E7.4b.2,497
T23E7.4b.3,477
T23E7.4b.4,1245
T23E7.4b.5,781
T23E7.5.1,431
T23E7.6.1,356
T23E7.6.2,365
T23F1.4.1,1023
T23F1.5.1,3954
T23F1.6.1,1078
T23F1.7a.1,2496
T23F1.7b.1,2556
T23F1.7c.1,2337
T23F11.1.1,1863
T23F11.1.2,1819
T23F11.1.3,1870
T23F11.1.4,1829
T23F11.1.5,1723
T23F11.11.1,611
T23F11.2.1,924
T23F11.3a.1,1417
T23F11.3a.2,1547
T23F11.3b.1,1443
T23F11.3b.2,1573
T23F11.3b.3,1444
T23F11.4.1,1336
T23F11.5.1,1054
T23F11.6.1,682
T23F2.1.1,1782
T23F2.1.2,2148
T23F2.13.1,560
T23F2.13.2,518
T23F2.2.1,5009
T23F2.3.1,285
T23F2.3.2,275
T23F2.4.1,302
T23F2.5.1,339
T23F2.5.2,411
T23F2.5.3,406
T23F4.2a.1,929
T23F4.2b.1,931
T23F4.2c.1,674
T23F4.2d.1,665
T23F4.3.1,1140
T23F4.4.1,1619
T23F6.1.1,622
T23F6.2.1,925
T23F6.3a.1,1123
T23F6.3b.1,198
T23F6.3c.1,87
T23F6.4a.1,2745
T23F6.4a.2,2783
T23F6.4b.1,1291
T23F6.5.1,1962
T23G11.1.1,643
T23G11.10.1,847
T23G11.11.1,269
T23G11.2.1,1271
T23G11.2.2,1201
T23G11.2.3,1226
T23G11.3.1,2244
T23G11.3.2,2226
T23G11.3.3,2136
T23G11.3.4,2112
T23G11.3.5,1610
T23G11.4.1,806
T23G11.5a.1,1902
T23G11.5a.2,1508
T23G11.5b.1,1276
T23G11.6a.1,2280
T23G11.6a.2,2469
T23G11.6a.3,2681
T23G11.6b.1,2279
T23G11.6c.1,608
T23G11.6c.2,740
T23G11.7a.1,1199
T23G11.7a.2,2302
T23G11.7b.1,1202
T23G11.7b.2,1280
T23G4.1.1,1758
T23G4.127.1,784
T23G4.127.2,236
T23G4.2.1,1236
T23G4.2.2,602
T23G4.2.3,372
T23G4.3.1,1632
T23G4.4.1,2070
T23G4.5.1,651
T23G5.1.1,2516
T23G5.1.2,2598
T23G5.1.3,2600
T23G5.2a.1,2484
T23G5.2a.2,2355
T23G5.2b.1,1013
T23G5.3.1,1023
T23G5.5.1,2135
T23G5.6.1,1321
T23G5.6.2,1290
T23G7.1.1,2198
T23G7.1.2,2196
T23G7.2a.1,1516
T23G7.2a.2,1457
T23G7.3.1,1190
T23G7.4.1,2819
T23G7.5a.1,900
T23H2.1.1,5908
T23H2.1.2,5927
T23H2.2.1,1534
T23H2.3.1,3276
T23H2.3.2,3293
T23H2.4.1,1580
T23H2.5.1,696
T23H2.5.2,726
T23H2.5.3,901
T23H2.5.4,919
T23H4.1a.1,1549
T23H4.1b.1,1504
T23H4.1c.1,1472
T23H4.2.1,1340
T23H4.2.2,1407
T23H4.3.1,1162
T24A11.1a.1,4054
T24A11.1b.1,3707
T24A11.1b.2,3628
T24A11.1b.3,3612
T24A11.1b.4,3593
T24A11.2.1,1742
T24A11.2.2,1712
T24A11.3.1,1597
T24A6.10a.1,849
T24A6.10d.1,944
T24A6.11.1,1088
T24A6.13.1,855
T24A6.14.1,1131
T24A6.15.1,420
T24A6.16a.1,930
T24A6.16b.1,315
T24A6.17.1,150
T24A6.18.1,519
T24A6.19.1,540
T24A6.1a.1,514
T24A6.1b.1,246
T24A6.20.1,1055
T24A6.3.1,423
T24A6.4.1,992
T24A6.5.1,861
T24A6.6a.1,1044
T24A6.6b.1,795
T24A6.7.1,1047
T24A6.8a.1,1292
T24A6.8b.1,1190
T24A6.9a.1,1301
T24A6.9b.1,1254
T24A6.9c.1,1255
T24B1.1.1,1938
T24B8.1a.1,485
T24B8.1b.1,321
T24B8.2.1,1303
T24B8.2.2,1297
T24B8.3a.1,837
T24B8.3a.2,889
T24B8.3a.3,769
T24B8.3b.1,810
T24B8.3b.2,886
T24B8.3b.3,559
T24B8.3b.4,742
T24B8.3c.1,660
T24B8.3c.2,60
T24B8.3c.3,713
T24B8.3c.4,190
T24B8.4a.1,3033
T24B8.4b.1,1158
T24B8.4c.1,450
T24B8.4d.1,69
T24B8.5.1,423
T24B8.6.1,819
T24B8.7a.1,10083
T24B8.7b.1,10083
T24B8.7c.1,9918
T24B8.7d.1,9918
T24B8.7e.1,9934
T24B8.7f.1,9925
T24B8.7g.1,10099
T24B8.7h.1,10090
T24C12.1.1,948
T24C12.2.1,1890
T24C12.3.1,2157
T24C12.4.1,848
T24C2.1.1,2253
T24C2.2.1,770
T24C2.3.1,801
T24C2.4.1,987
T24C2.5.1,735
T24C4.1.1,1400
T24C4.2.1,2073
T24C4.3.1,620
T24C4.4.1,568
T24C4.5.1,1487
T24C4.5.2,1408
T24C4.5.3,1351
T24C4.5.4,1320
T24C4.5.5,1421
T24C4.6a.1,3256
T24C4.6a.2,2653
T24C4.6b.1,3149
T24C4.7.1,2778
T24C4.8.1,626
T24D1.1a.1,2835
T24D1.1a.2,2764
T24D1.1b.1,3253
T24D1.1b.2,2889
T24D1.1c.1,3249
T24D1.1c.2,3126
T24D1.2.1,1588
T24D1.3.1,1220
T24D1.3.2,1279
T24D1.4.1,1413
T24D1.5.1,1356
T24D1.7.1,359
T24D11.1a.1,3302
T24D11.1b.1,3705
T24D11.1c.1,2227
T24D11.1d.1,3182
T24D11.1e.1,3714
T24D11.1f.1,2015
T24D3.1.1,638
T24D3.2.1,357
T24D3.2.2,486
T24D3.2.3,440
T24D3.2.4,415
T24D3.2.5,405
T24D5.1.1,846
T24D5.2.1,1869
T24D5.3.1,810
T24D5.4.1,270
T24D5.6.1,918
T24D5.6.2,990
T24D8.1.1,1681
T24D8.3.1,444
T24D8.4.1,510
T24D8.5.1,709
T24D8.6.1,274
T24E12.1.1,940
T24E12.1.2,1095
T24E12.10.1,4232
T24E12.11.1,776
T24E12.12.1,661
T24E12.13.1,742
T24E12.2.1,756
T24E12.3.1,867
T24E12.4.1,921
T24E12.5.1,2141
T24E12.6a.1,512
T24E12.6b.1,996
T24E12.8.1,891
T24F1.1.1,1273
T24F1.2.1,2082
T24F1.3a.1,2004
T24F1.3b.1,1857
T24F1.3b.2,1947
T24F1.3b.3,1882
T24F1.4.1,648
T24F1.5.1,420
T24F1.6a.1,3390
T24F1.6a.2,3403
T24F1.6b.1,3628
T24F1.6b.2,3574
T24F1.7.1,419
T24G10.2.1,1470
T24H10.1.1,1173
T24H10.3.1,1019
T24H10.4.1,1248
T24H10.5.1,1371
T24H10.6.1,397
T24H10.7a.1,1447
T24H10.7b.1,1312
T24H10.7c.1,742
T24H10.7d.1,2381
T24H10.7d.2,893
T24H10.7e.1,869
T24H10.7f.1,1304
T24H10.7f.2,1287
T24H10.7g.1,881
T24H10.7h.1,1115
T24H10.7i.1,1004
T24H7.1.1,1134
T24H7.1.2,1151
T24H7.2.1,3010
T24H7.3.1,723
T24H7.3.2,724
T24H7.3.3,734
T24H7.4.1,514
T24H7.5a.1,6087
T24H7.5a.2,3869
T24H7.8.1,400
T24H7.9.1,835
T24H7.9.2,876
T25B2.1.1,453
T25B2.2a.1,1839
T25B2.2a.2,1665
T25B2.2b.1,1792
T25B2.2b.2,1613
T25B2.2c.1,1798
T25B2.3.1,632
T25B2.4.1,141
T25B6.1.1,558
T25B6.2.1,2597
T25B6.3.1,453
T25B6.4.1,482
T25B6.5.1,560
T25B6.6.1,429
T25B6.7.1,3120
T25B9.1.1,1289
T25B9.10a.1,1735
T25B9.10b.1,1460
T25B9.10c.1,1549
T25B9.11a.1,466
T25B9.11b.1,449
T25B9.12.1,559
T25B9.2.1,1213
T25B9.3a.1,926
T25B9.3b.1,746
T25B9.4.1,1713
T25B9.5a.1,1697
T25B9.5b.1,1794
T25B9.6a.1,1958
T25B9.6b.1,1937
T25B9.7.1,1758
T25B9.7.2,1859
T25B9.8.1,1675
T25B9.9.1,1666
T25B9.9.2,1825
T25B9.9.3,1613
T25C12.1a.1,3349
T25C12.1b.1,3442
T25C12.2.1,373
T25C12.3.1,6540
T25C12.4.1,312
T25C8.1.1,1308
T25C8.2.1,1270
T25C8.2.2,1353
T25C8.2.3,1352
T25D1.1.1,891
T25D1.2.1,2412
T25D1.3.1,630
T25D10.1.1,1336
T25D10.2a.1,699
T25D10.2b.1,1177
T25D10.3a.1,829
T25D10.3b.1,1243
T25D10.3c.1,562
T25D10.4.1,1006
T25D10.5.1,1020
T25D3.2.1,995
T25D3.2.2,1029
T25D3.3.1,1522
T25D3.4a.1,2586
T25D3.4b.1,2310
T25D3.4c.1,2106
T25E12.10.1,1149
T25E12.11.1,984
T25E12.12.1,885
T25E12.13.1,978
T25E12.14.1,584
T25E12.16.1,349
T25E12.4a.1,3738
T25E12.4b.1,2085
T25E12.4c.1,3134
T25E12.4d.1,3015
T25E12.4e.1,3738
T25E12.4f.1,3819
T25E12.5.1,1070
T25E12.5.2,1116
T25E12.6.1,1164
T25E12.7.1,1236
T25E12.8.1,1092
T25E12.9.1,1225
T25E4.1.1,980
T25E4.2.1,1368
T25F10.1.1,360
T25F10.2.1,1727
T25F10.2.2,1628
T25F10.2.3,1648
T25F10.3.1,1718
T25F10.3.2,1756
T25F10.4.1,1207
T25F10.5.1,1718
T25F10.6a.1,1625
T25F10.6a.2,1739
T25F10.6a.3,1573
T25F10.6a.4,1576
T25F10.6b.1,1310
T25F10.6b.2,1399
T25F10.6b.3,1261
T25G12.11.1,1065
T25G12.11.2,831
T25G12.13.1,996
T25G12.3.1,747
T25G12.3.2,790
T25G12.3.3,774
T25G12.4.1,1025
T25G12.4.2,930
T25G12.4.3,864
T25G12.5.1,1344
T25G12.6.1,2831
T25G12.7.1,1075
T25G12.7.2,1002
T25G3.1.1,559
T25G3.1.2,713
T25G3.2.1,4376
T25G3.2.2,4177
T25G3.3.1,1732
T25G3.4.1,2506
T25G3.4.2,2622
T26A5.1.1,1939
T26A5.2a.1,3001
T26A5.2b.1,2381
T26A5.3.1,1555
T26A5.3.2,1492
T26A5.4.1,1523
T26A5.5a.1,4060
T26A5.5b.1,1904
T26A5.5c.1,2302
T26A5.6.1,2274
T26A5.7a.1,1306
T26A5.7a.2,1255
T26A5.7b.1,1332
T26A5.7b.2,1328
T26A5.7b.3,1324
T26A5.7b.4,1105
T26A5.7b.5,1288
T26A5.7b.6,1073
T26A5.8.1,544
T26A5.9.1,593
T26A5.9.2,537
T26A5.9.3,615
T26A5.9.4,642
T26A5.9.5,528
T26A5.9.6,511
T26A5.9.7,429
T26A5.9.8,505
T26A8.1.1,2582
T26A8.1.2,2438
T26A8.1.3,2664
T26A8.2.1,1433
T26A8.2.2,1118
T26A8.2.3,1035
T26A8.3.1,907
T26A8.4.1,2187
T26A8.4.2,2321
T26C11.1a.1,645
T26C11.2.1,1032
T26C11.4a.1,1992
T26C11.4b.1,1963
T26C11.5.1,1386
T26C11.6.1,2586
T26C11.7.1,1834
T26C11.7.2,1851
T26C11.7.3,1830
T26C11.8.1,690
T26C11.9.1,814
T26C11.9.2,792
T26C12.1.1,2127
T26C12.2.1,813
T26C12.3a.1,1103
T26C12.3b.1,717
T26C12.4.1,3346
T26C12.6.1,812
T26C5.1.1,780
T26C5.2.1,2006
T26C5.3a.1,2268
T26C5.3b.1,2466
T26C5.3c.1,2241
T26C5.3d.1,2241
T26C5.3d.2,2200
T26C5.3d.3,2186
T26C5.3e.1,2268
T26C5.3e.2,2243
T26C5.3e.3,2216
T26C5.4.1,583
T26C5.5.1,517
T26C5.5.2,580
T26E3.1.1,778
T26E3.10.1,356
T26E3.2.1,1140
T26E3.3a.1,1410
T26E3.3a.2,1424
T26E3.3a.3,1408
T26E3.3a.4,1342
T26E3.3b.1,974
T26E3.4.1,935
T26E3.5.1,842
T26E3.6.1,420
T26E3.7.1,804
T26E3.8.1,1059
T26E3.9.1,1008
T26E4.1.1,1206
T26E4.10.1,273
T26E4.12.1,963
T26E4.14.1,927
T26E4.15.1,1305
T26E4.15.2,1189
T26E4.16.1,1135
T26E4.18.1,138
T26E4.2.1,378
T26E4.3.1,1137
T26E4.4.1,1473
T26E4.7.1,1083
T26E4.8.1,846
T26E4.9.1,363
T26F2.1a.1,1362
T26F2.1b.1,1368
T26F2.3.1,1085
T26F2.3.2,1191
T26F2.3.3,1103
T26G10.1.1,1590
T26G10.3.1,276
T26G10.4.1,1044
T26G10.5.1,466
T26G10.8.1,252
T26G10.9.1,252
T26H10.1a.1,2237
T26H10.1b.1,2261
T26H10.2.1,390
T26H2.1.1,1218
T26H2.2a.1,1110
T26H2.2b.1,918
T26H2.3.1,1158
T26H2.4.1,1013
T26H2.5.1,707
T26H2.6a.1,1098
T26H2.7.1,2130
T26H2.8.1,1307
T26H2.9a.1,1469
T26H2.9b.1,1391
T26H5.10.1,430
T26H5.11.1,129
T26H5.11.2,383
T26H5.14.1,399
T26H5.3.1,1193
T26H5.4a.1,421
T26H5.4b.1,352
T26H5.5.1,1152
T26H5.8.1,1599
T26H5.8.2,1484
T26H5.8.3,1528
T26H5.8.4,1459
T26H5.8.5,1450
T26H5.8.6,1358
T26H5.9a.1,352
T26H5.9b.1,284
T26H8.2.1,912
T26H8.4.1,810
T26H8.5.1,894
T27A1.1.1,525
T27A1.2a.1,1476
T27A1.2a.2,1113
T27A1.2b.1,1077
T27A1.3a.1,1005
T27A1.3b.1,1017
T27A1.4.1,1417
T27A1.4.2,1371
T27A1.5a.1,1487
T27A1.5b.1,1168
T27A1.6.1,1368
T27A1.7.1,1058
T27A10.2.1,959
T27A10.3a.1,1139
T27A10.3b.1,1492
T27A10.3b.2,1172
T27A10.3b.3,1432
T27A10.5.1,554
T27A10.6.1,2799
T27A10.6.2,2992
T27A10.7.1,1317
T27A10.7.2,1304
T27A3.1a.1,2062
T27A3.1a.2,1937
T27A3.1c.1,2072
T27A3.1c.2,1931
T27A3.1c.3,2261
T27A3.1d.1,1979
T27A3.2.1,2602
T27A3.3.1,432
T27A3.4.1,752
T27A3.5.1,1295
T27A3.6.1,1145
T27A3.7.1,1626
T27A3.7.2,1613
T27A3.7.3,1623
T27A3.8.1,430
T27A8.1.1,1614
T27A8.1.2,1643
T27A8.2.1,549
T27A8.3.1,549
T27A8.7.1,387
T27B1.1.1,5368
T27B1.2.1,2127
T27B2.1.1,987
T27B7.1a.1,1421
T27B7.1b.1,1064
T27B7.2.1,1275
T27B7.3.1,1346
T27B7.4a.1,1296
T27B7.4b.1,1340
T27B7.4b.2,1142
T27B7.5a.1,799
T27B7.6a.1,1384
T27B7.6b.1,1060
T27B7.7a.1,1082
T27C10.1.1,1044
T27C10.2.1,1053
T27C10.3.1,1585
T27C10.3.2,1579
T27C10.3.3,1527
T27C10.4.1,952
T27C10.6.1,7391
T27C10.7.1,359
T27C10.8.1,548
T27C10.9.1,384
T27C4.1.1,1174
T27C4.1.2,1185
T27C4.1.3,1132
T27C4.1.4,1127
T27C4.1.5,1077
T27C4.2a.1,2968
T27C4.2b.1,2677
T27C4.3.1,1014
T27C4.4a.1,3376
T27C4.4b.1,3043
T27C4.4b.2,3075
T27C4.4d.1,3955
T27C4.4e.1,2646
T27C4.4e.2,2621
T27C5.1.1,1059
T27C5.10.1,423
T27C5.12.1,962
T27C5.5.1,1050
T27C5.8.1,583
T27D1.1.1,1012
T27D1.1.2,1239
T27D1.3.1,1244
T27D12.1a.1,1744
T27D12.1b.1,1864
T27D12.2a.1,3073
T27D12.2b.1,3061
T27D12.3.1,753
T27D12.4a.1,1541
T27D12.4b.1,1367
T27D12.4c.1,1439
T27D12.4c.2,1378
T27D12.6.1,476
T27E4.1.1,1304
T27E4.2.1,476
T27E4.3.1,432
T27E4.4.1,365
T27E4.5.1,749
T27E4.6a.1,2254
T27E4.7.1,571
T27E4.8.1,438
T27E4.9.1,432
T27E7.1.1,820
T27E7.3.1,1092
T27E7.4.1,1053
T27E7.5.1,834
T27E7.6.1,1257
T27E7.8.1,1032
T27E7.9.1,1117
T27E9.1a.1,1261
T27E9.1a.10,1034
T27E9.1a.11,1270
T27E9.1a.2,1289
T27E9.1a.3,1105
T27E9.1a.4,1087
T27E9.1a.5,1143
T27E9.1a.6,1138
T27E9.1a.7,1193
T27E9.1a.8,1169
T27E9.1a.9,1106
T27E9.1d.1,1068
T27E9.1d.2,922
T27E9.1d.3,917
T27E9.1d.4,948
T27E9.1d.5,885
T27E9.2.1,447
T27E9.3.1,1105
T27E9.4a.1,1911
T27E9.4a.2,1814
T27E9.4a.3,1921
T27E9.4a.4,1847
T27E9.4b.1,1820
T27E9.4b.2,1926
T27E9.5.1,1650
T27E9.6.1,1380
T27E9.7.1,2416
T27E9.7.2,2285
T27E9.7.3,2238
T27E9.9.1,1519
T27E9.9.2,1423
T27E9.9.3,1484
T27F2.1.1,1741
T27F2.1.2,1776
T27F2.2a.1,3420
T27F2.2b.1,3478
T27F2.2c.1,3419
T27F2.2d.1,3374
T27F2.2e.1,3514
T27F2.2f.1,3510
T27F2.2g.1,3382
T27F2.2h.1,3485
T27F2.2i.1,3340
T27F2.2j.1,3330
T27F2.2k.1,3388
T27F2.2l.1,3518
T27F2.2m.1,3491
T27F2.3.1,567
T27F2.3.2,604
T27F2.4.1,645
T27F6.1.1,1654
T27F6.10.1,511
T27F6.2.1,2349
T27F6.4.1,1068
T27F6.4.2,1017
T27F6.5a.1,1482
T27F6.5a.2,1670
T27F6.5b.1,438
T27F6.5c.1,594
T27F6.5d.1,1559
T27F6.5d.2,1531
T27F6.6.1,1487
T27F6.6.2,1646
T27F6.7.1,946
T27F6.8.1,1101
T27F6.8.2,1507
T27F7.1.1,761
T27F7.1.2,881
T27F7.1.3,826
T27F7.1.4,840
T27F7.12.1,413
T27F7.2a.1,2380
T27F7.2b.1,2211
T27F7.2b.2,2102
T27F7.2c.1,1850
T27F7.2c.2,1760
T27F7.3.1,582
T27F7.3.2,621
T27F7.3.3,661
T27F7.3.4,731
T27F7.4.1,1491
T28A11.1.1,1479
T28A11.10.1,1053
T28A11.11.1,700
T28A11.12.1,1017
T28A11.13.1,369
T28A11.15.1,1114
T28A11.16.1,957
T28A11.16.2,1089
T28A11.17.1,1661
T28A11.18.1,606
T28A11.19.1,724
T28A11.2.1,670
T28A11.2.2,674
T28A11.2.3,668
T28A11.2.4,671
T28A11.20.1,1464
T28A11.21.1,1231
T28A11.21.2,1093
T28A11.22.1,570
T28A11.25.1,669
T28A11.3.1,683
T28A11.4.1,349
T28A11.7.1,888
T28A11.9.1,1035
T28A8.1a.1,1182
T28A8.1b.1,1424
T28A8.1c.1,1311
T28A8.2.1,1062
T28A8.3.1,2109
T28A8.3.2,2124
T28A8.4.1,1519
T28A8.4.2,1611
T28A8.5.1,921
T28A8.6.1,2033
T28A8.6.2,2039
T28A8.7.1,2334
T28A8.8a.1,584
T28B11.1a.1,2820
T28B11.1a.2,2737
T28B11.1a.3,2856
T28B11.1b.1,2578
T28B4.1a.1,1756
T28B4.1a.2,1768
T28B4.1b.1,1815
T28B4.1c.1,1892
T28B4.1c.2,1841
T28B4.3.1,575
T28B4.4.1,641
T28B4.4.2,799
T28B8.1.1,858
T28B8.1.2,1086
T28B8.2.1,432
T28B8.2.2,490
T28B8.2.3,531
T28B8.3a.1,5670
T28B8.3b.1,1320
T28B8.4.1,5765
T28B8.5.1,1621
T28B8.6.1,641
T28C12.1.1,1459
T28C12.15.1,300
T28C12.2.1,1570
T28C12.3.1,1354
T28C12.4a.1,2253
T28C12.4a.2,2210
T28C12.4b.1,2123
T28C12.4b.2,1971
T28C12.6.1,1014
T28C12.6.2,1215
T28C6.10.1,579
T28C6.11.1,531
T28C6.1a.1,1011
T28C6.1a.2,985
T28C6.1b.1,1047
T28C6.1b.2,1021
T28C6.1c.1,1309
T28C6.1d.1,1332
T28C6.1e.1,1092
T28C6.1f.1,1070
T28C6.1f.2,1044
T28C6.1g.1,1034
T28C6.1g.2,1008
T28C6.1h.1,830
T28C6.1h.2,804
T28C6.1i.1,794
T28C6.1i.2,768
T28C6.3.1,719
T28C6.4.1,975
T28C6.4.2,1059
T28C6.4.3,953
T28C6.5.1,1070
T28C6.6.1,972
T28C6.6.2,955
T28C6.7a.1,7446
T28C6.7a.2,7459
T28C6.7b.1,7402
T28C6.7b.2,7417
T28C6.7c.1,7454
T28C6.7c.2,7467
T28C6.7d.1,7412
T28C6.7d.2,7425
T28C6.8.1,919
T28C6.8.2,775
T28D6.2.1,1371
T28D6.3.1,621
T28D6.4.1,3188
T28D6.5a.1,2569
T28D6.5b.1,2743
T28D6.5c.1,2641
T28D6.5d.1,2752
T28D6.5e.1,2650
T28D6.5f.1,2928
T28D6.5g.1,2935
T28D6.6a.1,1242
T28D6.6a.2,1276
T28D6.6b.1,814
T28D6.7.1,1307
T28D6.9.1,533
T28D9.1.1,734
T28D9.1.2,1429
T28D9.1.3,949
T28D9.1.4,1006
T28D9.1.5,675
T28D9.10a.1,625
T28D9.10a.2,538
T28D9.10b.1,532
T28D9.11.1,525
T28D9.16.1,828
T28D9.2a.1,760
T28D9.2b.1,923
T28D9.2b.2,1027
T28D9.2b.3,900
T28D9.3a.1,1089
T28D9.3b.1,1212
T28D9.3b.2,1802
T28D9.3d.1,1311
T28D9.4a.1,558
T28D9.4b.1,726
T28D9.7.1,3370
T28D9.9.1,937
T28F12.1.1,1210
T28F12.1.2,1216
T28F12.2a.1,1925
T28F12.2a.2,2271
T28F12.2a.3,2215
T28F12.2a.4,2230
T28F12.2a.5,2197
T28F12.2b.1,2276
T28F12.2b.2,2622
T28F12.2b.3,2566
T28F12.2c.1,2776
T28F12.2d.1,2149
T28F12.2d.10,3617
T28F12.2d.11,336
T28F12.2d.2,2230
T28F12.2d.3,2471
T28F12.2d.4,1895
T28F12.2d.5,2375
T28F12.2d.6,2430
T28F12.2d.7,1692
T28F12.2d.8,1658
T28F12.2d.9,1435
T28F12.2e.1,2610
T28F12.2f.1,2259
T28F12.2g.1,1798
T28F12.2g.2,2144
T28F12.2g.3,2088
T28F12.2g.4,2270
T28F12.2h.1,2132
T28F12.3a.1,5232
T28F12.3b.1,5235
T28F2.1.1,1062
T28F2.2a.1,606
T28F2.2b.1,751
T28F2.3.1,1378
T28F2.4a.1,2464
T28F2.4b.1,689
T28F2.5.1,2084
T28F2.6.1,1360
T28F2.6.2,1328
T28F2.7.1,2388
T28F2.8.1,1324
T28F3.11.1,33
T28F3.1a.1,2139
T28F3.1a.2,2034
T28F3.1b.1,2102
T28F3.1b.2,1998
T28F3.3.1,1481
T28F3.3.2,1536
T28F3.3.3,1514
T28F3.4a.1,1995
T28F3.4b.1,1850
T28F3.5a.1,4980
T28F3.5b.1,5160
T28F3.6.1,807
T28F3.8.1,1774
T28F3.9.1,1627
T28F4.1.1,1294
T28F4.1.2,1399
T28F4.1.3,1846
T28F4.2.1,1743
T28F4.3.1,1669
T28F4.4a.1,2388
T28F4.4b.1,3103
T28F4.4b.2,3084
T28F4.4b.3,3032
T28F4.5.1,549
T28F4.5.2,773
T28F4.5.3,1069
T28F4.5.4,451
T28F4.8.1,451
T28H10.1a.1,906
T28H10.1a.2,926
T28H10.1b.1,903
T28H10.2.1,956
T28H10.3.1,1565
T28H10.4.1,440
T28H11.1.1,1194
T28H11.2.1,1185
T28H11.3.1,1011
T28H11.4a.1,869
T28H11.4b.1,769
T28H11.5.1,1316
T28H11.6.1,420
T28H11.6.2,419
T28H11.6.3,415
T28H11.7.1,702
T28H11.8.1,1507
T28H11.8.2,1486
VB0393L.2.1,402
VB0395L.1.1,1154
VB0395L.1.2,1723
VC5.2.1,1972
